"","x"
"1",0.1125303926614
"2",0.0668472599523052
"3",0.0958390918124914
"4",0.0659513947922888
"5",0.0374739818380536
"6",0.113505604876603
"7",0.0758122098580939
"8",0.118505691565773
"9",0.0728790647846971
"10",0.0573823579996009
"11",0.075060949465817
"12",0.0646185786253097
"13",0.0694092996730195
"14",0.0653849274654651
"15",0.0944361721781176
"16",0.0820339875185057
"17",0.124843754202624
"18",0.0533816663451735
"19",0.0800479765710259
"20",0.119152740670695
"21",0.043191644758493
"22",0.172831516353922
"23",0.0475034003556175
"24",0.0638777292370384
"25",0.0361315748920857
"26",0.0347177979267549
"27",0.129452196587296
"28",0.0534050803878607
"29",0.0862699886198202
"30",0.187980186225861
"31",0.083512921002822
"32",0.0652646915768236
"33",0.0742376224426478
"34",0.0405270454358939
"35",0.187315079882665
"36",0.0431215270369441
"37",0.0434952343486203
"38",0.0533461346100191
"39",0.0729905746231551
"40",0.0650415119582549
"41",0.0488008573868329
"42",0.0607129547261119
"43",0.0631822100641665
"44",0.0661266997099852
"45",0.0599600800802699
"46",0.0519728515906855
"47",0.0701112672964412
"48",0.0464902198066912
"49",0.0857304175268819
"50",0.0945695594651784
"51",0.0772755328411454
"52",0.0682112254143443
"53",0.0549708100799912
"54",0.125375057104676
"55",0.0416615626437172
"56",0.103597294728247
"57",0.0932967017608727
"58",0.100974237198873
"59",0.0675583298657183
"60",0.117843137886898
"61",0.0833904385591768
"62",0.0791721181861106
"63",0.0726400217802575
"64",0.0620201741196339
"65",0.151242348374718
"66",0.109299178865237
"67",0.0480815177219778
"68",0.0608165604232828
"69",0.106152355024134
"70",0.0503009113886647
"71",0.0598574405671365
"72",0.0748149707537397
"73",0.0944598649402542
"74",0.0889867912600217
"75",0.0480769476121995
"76",0.0627641917086809
"77",0.134988213670918
"78",0.0597933884129452
"79",0.0902049320690487
"80",0.0661400963765176
"81",0.0975859026837079
"82",0.048140360936675
"83",0.0529054312927685
"84",0.0806694665957935
"85",0.05597079059249
"86",0.0677083505019658
"87",0.124803171098629
"88",0.0886045794667959
"89",0.108271314043413
"90",0.0639954772443757
"91",0.0549077257000354
"92",0.0679995383047608
"93",0.10588049789574
"94",0.067997973987405
"95",0.0598821295801972
"96",0.070283569148641
"97",0.0808025271159658
"98",0.057061897536004
"99",0.0752074667320231
"100",0.0356619366077598
