"","x"
"1",0.0138648807854724
"2",0.00962502402503485
"3",0.0197504116589977
"4",0.0353726466555323
"5",0.0173193724446185
"6",0.0247468709864237
"7",0.0228528523914132
"8",0.0261618883488478
"9",0.0256812687605215
"10",0.0186724247418323
"11",0.0213617693932926
"12",0.0120747267656989
"13",0.0083110317933498
"14",0.0121970170470955
"15",0.0159748434267873
"16",0.0182266397122908
"17",0.0273437443250343
"18",0.0354380549298881
"19",0.0126494559135286
"20",0.00971187092835235
"21",0.0244798284071185
"22",0.0201661560004884
"23",0.0204811167041842
"24",0.0249038629701803
"25",0.023014099733316
"26",0.0116384355244225
"27",0.0363898142664808
"28",0.0154746233931714
"29",0.0248271133171331
"30",0.0269322784047034
"31",0.0104435595951156
"32",0.0189311602607392
"33",0.0188238200935241
"34",0.0145155037111898
"35",0.0130301240313356
"36",0.0178577547560826
"37",0.039476571898333
"38",0.0211518563370307
"39",0.0159946899372259
"40",0.0326879309097191
"41",0.0155325149390223
"42",0.0163090686552885
"43",0.0132238905645098
"44",0.0151241786407597
"45",0.0269803410303605
"46",0.0166953076842604
"47",0.0242364744303905
"48",0.0446867479696956
"49",0.020321163796666
"50",0.0196188943295195
"51",0.0142508603458774
"52",0.0278624184779944
"53",0.0188129312645953
"54",0.0184744348964767
"55",0.024713889125047
"56",0.0210346097693845
"57",0.0206112815102959
"58",0.0323617239215682
"59",0.0154558804780693
"60",0.0145230060824806
"61",0.0154898790056073
"62",0.0141676634672881
"63",0.0140956846953438
"64",0.025239941462775
"65",0.041492486755611
"66",0.0152454516844523
"67",0.00559492580605825
"68",0.0255862513343681
"69",0.038479611296571
"70",0.0238283696626571
"71",0.022613615223458
"72",0.0156897030478707
"73",0.0182057487868754
"74",0.00988732985848839
"75",0.0172758887840043
"76",0.0130328985651801
"77",0.0228452641625445
"78",0.0191186231483746
"79",0.0283356543547294
"80",0.0345565347749693
"81",0.026017646291238
"82",0.0180323106820283
"83",0.0343518643495362
"84",0.00859913592892925
"85",0.0240431734880672
"86",0.010499583826965
"87",0.0201835716117071
"88",0.0283808504881771
"89",0.019376956021074
"90",0.00925993791758795
"91",0.0163232252323147
"92",0.0261013711507581
"93",0.0143409609003671
"94",0.0322849442143728
"95",0.0322211216097369
"96",0.0162159973207786
"97",0.0313638812161878
"98",0.0140571625733994
"99",0.0233464407919087
"100",0.00993191320959841
