"","x"
"1",0.00317265119479249
"2",0.0478857964618488
"3",0.0122581471935103
"4",0.012724487204118
"5",0.0613231739389296
"6",0.048664560784888
"7",0.0550757561541912
"8",0.0130960939375202
"9",0.00630463786533575
"10",0.00578421660429052
"11",0.0130785152072443
"12",0.0268979150183756
"13",0.0217777752080902
"14",0.0156906628436572
"15",0.0122596189826794
"16",0.0307767159859308
"17",0.0263781110376137
"18",0.0242362436377458
"19",0.00930971382846357
"20",0.0506126977906018
"21",0.0126915621087531
"22",0.0257500596280293
"23",0.0408139712379523
"24",0.021403975157415
"25",0.035270998365022
"26",0.0542954704011657
"27",0.00280520628198211
"28",0.0255418488880078
"29",0.0592378607065153
"30",0.0451748525994867
"31",0.019079497414985
"32",0.0134585745857358
"33",0.0429118100122736
"34",0.0177155567743864
"35",0.0841668837125927
"36",0.0201769441513004
"37",0.00880026716221582
"38",0.00715902404402524
"39",0.0463225668546418
"40",0.00798034625060717
"41",0.105416010204292
"42",0.0860774769085774
"43",0.048313219386792
"44",0.067849213581091
"45",0.0355011643953163
"46",0.0812524763795847
"47",0.00634566619982557
"48",0.0192476646547257
"49",0.0405602987432093
"50",0.00856034010654594
"51",0.0100351072348808
"52",0.0198831047299696
"53",0.0131033485508226
"54",0.0104076113870416
"55",0.0108617597468474
"56",0.0682894806064283
"57",0.0141267409528123
"58",0.0428941125465345
"59",0.0237008223076945
"60",0.0115018099147055
"61",0.0564454241284535
"62",0.0298616783654435
"63",0.0395370567010278
"64",0.0234500678760291
"65",0.0209566988751234
"66",0.0514823445354727
"67",0.0207012486379113
"68",0.139240137566362
"69",0.0106486492936316
"70",0.0437780269969518
"71",0.0504118811512692
"72",0.0160062133926936
"73",0.0175563107618005
"74",0.0576280037967295
"75",0.0513747362545883
"76",0.0169998823397464
"77",0.0485369123912058
"78",0.0258298049394508
"79",0.0256639899149473
"80",0.00677107686029432
"81",0.0537435831109
"82",0.0118269930244622
"83",0.0846798615866129
"84",0.0562145698191483
"85",0.0367808538687513
"86",0.0216250012354198
"87",0.0235418136501989
"88",0.040623786172781
"89",0.0103625528344453
"90",0.0229683787318459
"91",0.014469454365568
"92",0.0681539222827126
"93",0.0178692633468399
"94",0.00884667453415566
"95",0.0529487554455882
"96",0.0192862433876193
"97",0.0289318588574603
"98",0.00908194784653149
"99",0.107086612807875
"100",0.0372869306211593
