"","x"
"1",0.00668464600101604
"2",0.0132230434702105
"3",0.00798606013407066
"4",0.0122364229741364
"5",0.00663449412981532
"6",0.00613899586561817
"7",0.010293812716036
"8",0.00568010070888103
"9",0.00913257010673718
"10",0.00830519292602838
"11",0.0136413960453324
"12",0.00525885261230785
"13",0.00777306320475024
"14",0.012462316472553
"15",0.00789645616992651
"16",0.00988384987990543
"17",0.00709237408370167
"18",0.0127649639371518
"19",0.0136670727620734
"20",0.0067140370668145
"21",0.0101677270622991
"22",0.00762613998782946
"23",0.007089042235357
"24",0.00583066713897351
"25",0.00990284863386615
"26",0.00743964278323306
"27",0.00827271788847572
"28",0.00913830662101633
"29",0.00869967926439241
"30",0.00776617687285985
"31",0.0108309403713677
"32",0.00923140701032976
"33",0.00758397059018889
"34",0.00596140645734267
"35",0.0143229167779946
"36",0.00539633137308293
"37",0.00952764806056905
"38",0.00767125913793221
"39",0.0108564089422637
"40",0.00927946120339307
"41",0.00751953214571166
"42",0.00687632022329865
"43",0.00841398576227548
"44",0.00506092367995858
"45",0.0111550846825132
"46",0.00533185082395216
"47",0.00756774434533181
"48",0.00863821338246118
"49",0.00669932724787581
"50",0.0118863405060157
"51",0.0115593404933305
"52",0.00659324782861948
"53",0.00618572222100766
"54",0.00688275986694642
"55",0.00483656948125777
"56",0.0125318029194835
"57",0.0117732698167511
"58",0.00725377673626104
"59",0.010908098099718
"60",0.00676916765703084
"61",0.00907841738994086
"62",0.00636319272281782
"63",0.00796967697770423
"64",0.00583140778205227
"65",0.00608255732545149
"66",0.0106338761412063
"67",0.00754620749080337
"68",0.010263538802408
"69",0.00850539403685391
"70",0.00404053060542864
"71",0.00759128079469396
"72",0.00721531770110362
"73",0.0127963394335256
"74",0.00695148390533484
"75",0.00693352404028658
"76",0.00844557383096833
"77",0.00500455450282566
"78",0.0122339175482232
"79",0.00936785890742076
"80",0.00477507752502349
"81",0.0065888119528712
"82",0.0109357095899749
"83",0.00733129484635719
"84",0.0101938081089431
"85",0.00882602805429622
"86",0.0065655026685818
"87",0.010175701337813
"88",0.00699367814986906
"89",0.0074510122645326
"90",0.00834122899030665
"91",0.00820800896897622
"92",0.00990044083391683
"93",0.010560209325797
"94",0.00808298944165531
"95",0.0120442734363226
"96",0.00731776956735952
"97",0.00845617677565325
"98",0.0111835308948991
"99",0.0164322320055043
"100",0.00621156942277401
