"","x"
"1",0.0492754498981147
"2",0.123412085129431
"3",0.0239922527089741
"4",0.0741255675498732
"5",0.0374093029967227
"6",0.0260309609540416
"7",0.0643463780054533
"8",0.108341426037524
"9",0.060201022309518
"10",0.0641144029108996
"11",0.0358648678534489
"12",0.117924564086652
"13",0.0599054503801495
"14",0.0496159798356508
"15",0.012565728139059
"16",0.0408784259393599
"17",0.0298539890793715
"18",0.0313473585777604
"19",0.0445312421776284
"20",0.0388608845897265
"21",0.11554580467278
"22",0.055653482176522
"23",0.117285301946954
"24",0.0350142562940416
"25",0.0393624323438651
"26",0.0394504444321839
"27",0.11298032372738
"28",0.0877028851057104
"29",0.0782851731664697
"30",0.0900664592359373
"31",0.0392275496934277
"32",0.0244952131726936
"33",0.0390583941464038
"34",0.0449475121680322
"35",0.0398101882587063
"36",0.0379324737748924
"37",0.051968282693596
"38",0.0338827879350129
"39",0.0306507974911914
"40",0.0552305912058849
"41",0.0283811107962562
"42",0.0782807109259543
"43",0.0213870275463899
"44",0.0268904907418564
"45",0.203434166285938
"46",0.0238895861981563
"47",0.0947767166709913
"48",0.0715061200257631
"49",0.0327086939959195
"50",0.0609131166854688
"51",0.0293777665917288
"52",0.0726533395309295
"53",0.0738642757319239
"54",0.0654287164263125
"55",0.0374775603554008
"56",0.10126571261886
"57",0.0582788956314447
"58",0.0442537105931863
"59",0.0634393239788841
"60",0.0394334837226773
"61",0.0669763964471723
"62",0.055622320436987
"63",0.0960209050115442
"64",0.0447108705730191
"65",0.0269882709896406
"66",0.037715271483003
"67",0.0228789221411201
"68",0.0557823185301888
"69",0.0395511994987977
"70",0.0206105770595299
"71",0.038107847707685
"72",0.0370659901659789
"73",0.106742633085418
"74",0.0415495343819089
"75",0.0313113373018464
"76",0.0891898932665557
"77",0.0163619688564543
"78",0.14337844623398
"79",0.0845231396513296
"80",0.0369358502520096
"81",0.0689240755059713
"82",0.0685164259265526
"83",0.0482350667085346
"84",0.0818422035132256
"85",0.0847479594513669
"86",0.0574065647523611
"87",0.0536428860572138
"88",0.0227701476715714
"89",0.0516989455124213
"90",0.0921531634548031
"91",0.0359003026284729
"92",0.0207814592811917
"93",0.0461541155246712
"94",0.0318621467573669
"95",0.0411292613549338
"96",0.016824360746571
"97",0.0290027069888298
"98",0.0554116194672969
"99",0.055009678846822
"100",0.0496440535535013
