"","x"
"1",0.0477520868329298
"2",0.0227616419822838
"3",0.0198189058513195
"4",0.0427480466725669
"5",0.0673920936539958
"6",0.0373083780053685
"7",0.0385750156142163
"8",0.0791210460986197
"9",0.070642273572004
"10",0.0462837665221068
"11",0.037684514932811
"12",0.0783193253031722
"13",0.0237096203718414
"14",0.0355969611670554
"15",0.0600072799757979
"16",0.035934667339914
"17",0.0425930765644336
"18",0.051317116857447
"19",0.0510584715544964
"20",0.0385559074957726
"21",0.0365082536393605
"22",0.0428275991430718
"23",0.0434601475801739
"24",0.0635636104457022
"25",0.0631825049463282
"26",0.0777355981821712
"27",0.0153335290017208
"28",0.0362111191080799
"29",0.0736954898993767
"30",0.0630778420555473
"31",0.0240799098735848
"32",0.0345499037991918
"33",0.0470972215340716
"34",0.0802777794493007
"35",0.0657806595264141
"36",0.0504096861346578
"37",0.0476474574164365
"38",0.0769952093931157
"39",0.0693589256417008
"40",0.0374055755413262
"41",0.0357716656020203
"42",0.030677914310165
"43",0.0456960547136108
"44",0.0302832113220141
"45",0.0255943834906699
"46",0.0399405168778252
"47",0.0261207195701156
"48",0.0389571770767743
"49",0.0323649634980686
"50",0.0592680797000511
"51",0.0279064439732687
"52",0.033651667946634
"53",0.0625665390780135
"54",0.0267975061191782
"55",0.113194481949117
"56",0.0537300014323183
"57",0.0435561299487055
"58",0.0269049306031743
"59",0.0519980755202706
"60",0.0584437704913369
"61",0.0625684624345217
"62",0.134000250830919
"63",0.0557794151932512
"64",0.0424825809689497
"65",0.0746181523595847
"66",0.0454645010444832
"67",0.0484471612653948
"68",0.0642567896150718
"69",0.109811511912652
"70",0.0468996968841674
"71",0.055052007443131
"72",0.0431136785973376
"73",0.0407288841063106
"74",0.0523738352246829
"75",0.0161842800559681
"76",0.0269569526705573
"77",0.0196873016308868
"78",0.0539145042396391
"79",0.04556643768141
"80",0.061211764223022
"81",0.0318244871304155
"82",0.0215519774057511
"83",0.081511038586547
"84",0.0708920102846093
"85",0.0421771805407942
"86",0.0432895074343809
"87",0.035444977625061
"88",0.0872334282088931
"89",0.0492342979448102
"90",0.0402387641438476
"91",0.0217421445987241
"92",0.0761916056420582
"93",0.0649865064244246
"94",0.0205375195070532
"95",0.0444676553065224
"96",0.0360700353375933
"97",0.0497027878151945
"98",0.0839311164996207
"99",0.0896070398410804
"100",0.0476508726170884
