"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72"
"1",9737.60181604986,890.224670345061,814.021939666686,776.509703812599,765.635772180896,726.908426584725,683.966666055293,673.375266068864,660.050027097109,640.611562481237,629.433219463807,614.213270282516,602.660857861274,591.304136709724,574.181882413104,570.587288008235,555.978886114131,544.14790934439,533.448321624489,523.605545462822,522.50203927355,502.538227099372,501.033573838419,493.848702254342,486.94997628413,477.426819022594,468.508917254692,461.185490354995,454.564788454558,448.389029820493,435.398268156009,430.287625702878,423.95023564067,412.769292700246,411.653226957366,398.916621807223,395.54962819357,388.813824649683,380.023577127704,378.501534460071,371.910284297605,363.78251055605,356.727305510644,353.31571255747,351.89895335258,346.912018410648,344.165711762365,338.764402497044,328.400931785504,321.997155805212,319.18732264919,308.416679720999,301.205699240771,298.28645598115,291.748442775314,289.188857413015,283.610482819994,274.257147965141,270.808788674279,265.921278534307,261.668126581457,242.58097606793,237.501070145655,230.296006748174,211.342457706211,192.644126066172,183.000902567549,168.032415854195,149.133527877076,142.78165720175,130.093336557087,9.215204909874
"2",9743.99023570001,890.120951893245,814.317469518908,775.605717597936,767.767201105104,725.641621183038,683.821088182909,673.373626372782,659.400947920635,641.894231563822,628.79221966285,614.828634264329,603.886640960212,594.677160289656,578.890446348157,569.472247164437,558.939199577034,542.610763791111,535.078072050595,524.152439579855,521.597096509835,505.533168436373,499.08407396083,495.73782988894,484.630801831834,477.567419577987,471.404135056222,461.15402003347,454.396384420783,445.078606851405,435.311425808223,432.888427382399,423.426839001015,411.709660028096,411.000090174366,401.757930543299,397.782346997592,390.508820254138,382.009000622053,378.96463448133,374.447303322897,368.019297993349,359.006532303633,355.966440792411,351.500385713094,347.986027215884,343.789490288164,338.529635925212,331.14020997609,323.477902408289,320.998134237265,313.325918179537,303.356714855982,300.027366265365,295.082865281867,288.251247155933,286.358855552484,281.133011927512,276.13617938333,270.558602682846,264.891716792155,249.271841774278,239.362689753351,233.363418064301,205.90517529084,193.188087753151,182.889271138199,163.83548587626,161.852758187931,141.548409689272,128.823157278459,10.5963894010944
"3",9739.73671448901,889.555700975178,813.302020669175,775.914314403083,768.045263406519,723.662252217622,683.728149397742,673.532259196564,660.535513858554,641.851784446723,628.658695678465,615.34378612322,603.746670275319,592.594869687143,575.055584330104,568.782289968993,553.469070882791,543.875794221587,533.51510133022,526.03159878482,524.342537970766,504.825592338416,498.271289769644,495.517647570608,483.48110311766,478.059042687954,467.05865817376,461.087419583023,451.390557691909,445.792995743737,435.28261942111,433.544358145597,421.970269958553,412.336574051053,410.543241625016,398.899309531299,396.834908991207,387.602381149576,382.344788720473,377.849742370516,371.494120953227,365.629059655255,356.504363244914,354.226949964526,351.221329049372,348.907855713932,343.795749707912,339.271328228356,330.042938172067,320.243655042231,319.136926493986,309.027606842729,303.470444812961,300.096934646723,294.284642677807,287.326481680993,285.070402798809,276.52824392815,270.422345354596,268.849333634933,262.629218518185,246.210529884481,239.202158606499,231.927489781669,210.130614654816,192.556271095567,179.500017270211,161.467508443344,142.820961381447,140.366279019649,131.654741175999,6.37509276045429
"4",9748.80639611547,890.121147573656,815.285760067902,774.838692871063,768.511687634506,725.453930209839,684.475305324878,672.777116549021,661.635887452995,639.448299523329,629.634614469237,615.652868164623,603.15433992547,590.824532142289,576.895136213969,566.885075552116,555.988940216566,544.281454230147,533.879071465498,524.719274201691,523.665712412272,505.83402147537,498.674942427843,494.609924835576,481.541338907113,476.737092702158,467.095241801886,461.641060631901,453.183039170105,442.885471540979,432.176966360779,430.857273333173,420.170099876828,413.140692081647,409.174413816724,400.798750551492,396.906095585923,388.582864136215,381.371337965227,378.598744829134,373.295877350323,368.118773738258,357.264837282136,354.551448269775,351.772301347314,350.79617942502,345.443842034472,338.935966195553,329.426119236285,322.103699902576,319.466195416125,314.707704769502,304.144939106078,300.42216719454,293.67777263477,288.130417712859,285.098605533405,277.68798074941,271.755977119936,268.826627362867,264.691227611373,245.251079796094,237.239362955015,234.129316970756,214.058679099443,193.26223939574,179.5060795779,164.452636670787,160.371938072938,149.329270572908,128.64320650631,5.92325555679993
"5",9750.05844735149,890.21638459239,815.221850984324,775.154242139603,767.944540366859,726.188429143318,687.01501133744,674.310337275703,661.21775171903,641.121394617176,630.7299747784,615.550825659775,603.046784998333,591.122460323055,575.356986969125,568.820200702222,551.880148625219,541.560174511299,532.208683744568,523.567765911066,522.250625822281,505.218889206569,500.019769998791,493.79821387518,483.180786290884,475.770825492176,469.109043854108,458.347997808054,450.930129758356,442.812765311785,433.041354411092,428.962617261911,421.558874297025,412.851612450012,408.398543465482,399.613659825401,398.181418754828,385.877475536672,380.315256369841,378.629861509962,370.721327148171,368.396704180044,356.07989567844,354.721176820487,350.770338660619,348.880424369638,344.068196342891,339.579373876526,329.076965771508,321.98215145779,318.124736683937,310.10468168598,303.504563184761,301.107189878981,294.364217913969,288.185022875208,285.670277962753,274.590111543347,271.320409305514,268.73470503021,263.613112624047,244.66664245599,237.998763680753,232.244311051662,215.192137872906,197.203622059812,180.711768158026,160.787881024241,143.843494838348,141.995102025075,128.091413181722,14.0114054681819
"6",9757.31599929075,889.181501816865,812.685278198956,775.992991828961,766.230824019554,725.484851108392,684.735212777407,673.58200544829,659.700885583218,641.317671230469,626.785812614647,616.281266801784,603.998332844282,592.127012771135,577.794105309594,568.222936807283,554.822915640272,543.110128912308,535.227442046079,524.075463931941,520.017454158644,503.793557029564,499.048008751511,492.820888794144,482.125209831107,477.067012876768,468.071922933275,460.403221187919,454.67724736404,447.869365972876,435.834086675706,435.249150965766,423.453499593301,413.850969984029,410.012945391783,403.943968322288,399.292135142397,387.923526393673,382.550076709056,379.867876271263,371.957905493483,366.189167028568,358.80302933585,356.511943305243,349.246909569927,347.440651722995,343.435457396373,340.380443045221,330.61234070236,322.600902705969,319.008647151823,309.550121560598,304.510556797592,300.992586545433,295.741003723583,289.95041427653,283.932489819095,274.653671935962,271.11693779032,268.759383855623,265.448641907703,248.082147499683,240.21751987024,233.620875146299,216.20057437889,190.614844179685,177.964601801514,162.57601625341,148.549503657055,142.803681745857,128.061561330108,7.09446760738487
"7",9768.08478665534,891.101117945893,816.448426043426,778.458696327661,769.429727993033,726.505734564911,686.984171276543,674.829852974352,661.878290952664,642.865290054473,630.689341512627,618.354914031623,603.553503587381,595.256406447374,577.105033658223,568.241820055261,554.195918103107,541.140163631128,534.583180147383,525.769598908799,521.785229901691,506.38652137346,497.912326643506,493.931153151057,482.746339239578,479.557721351544,467.60905823514,460.213073246399,452.794805036275,447.178647233343,434.963032032997,431.463506317967,423.477664564177,411.28154763521,409.773884847579,399.055129415633,397.982851977452,389.07907137927,382.025733011639,380.306955644835,374.491182899644,365.079785667648,356.838529971749,354.451018785552,350.999078411928,346.896314833772,345.330570326853,340.040725358796,331.155678336822,324.202466007237,317.145907674169,308.438058084561,302.364665160788,299.88185716427,291.996864651094,287.864833520954,286.447086814667,272.355957257667,269.227944999284,264.938777767946,263.157781315996,247.573315772044,239.348543737096,232.80719678365,211.95314934824,191.454752564216,184.809183948852,160.983087377592,142.720765256819,141.033628125978,129.058584549799,9.59381196090024
"8",9756.97509391834,889.464749367068,814.500972723984,775.952137052775,766.417972532421,724.003256525071,685.507243469795,671.72781504214,660.112508589236,639.618133226214,628.469332846202,616.116938957089,600.847797576319,593.938648311315,573.606462798341,570.711170142587,554.878691412469,544.088584303184,532.488944888375,524.980047215865,521.351336420052,504.618047070175,497.719391704166,492.760003134349,482.230224898211,475.762589339256,468.441506154282,458.834724974425,451.975359936667,446.164112689672,435.054490822626,429.759509823693,422.016755495692,413.364788923799,407.767882318137,402.086111750514,396.289180180484,386.419671910478,379.94930463354,378.740630595412,372.019335849961,366.042107505552,355.573668601813,353.687983606752,349.662975189122,347.0373804198,344.22228639724,340.613856656679,327.219407006261,325.213014845262,317.428887121942,309.790194860937,301.769274486009,300.330568693334,295.417721638264,286.781154915425,284.46207428145,279.554616003047,269.381786609164,268.347354946519,261.365091321106,244.352272003136,238.765075742191,229.888207511742,211.767427575312,194.525412304382,176.855739554724,165.343222110322,149.263517902381,144.178777961284,127.404196051999,7.72860452946602
"9",9758.85372830359,890.350812393784,814.245999271941,775.055355780323,767.193058456354,724.316789419216,686.323212561498,673.293806884561,661.888930466976,641.054364632047,627.886419955551,616.898626983438,601.256733851428,591.887508876078,572.879917236972,568.186974395333,554.108718783083,542.155740048391,535.092351609985,526.066164288351,522.567342021675,503.6614434218,501.810466151055,493.986301895432,482.417177709573,479.641304846103,466.785905933383,461.142903807436,454.448166867298,445.415930665268,435.904588540673,434.47528584103,422.996506961859,413.368029821757,411.362031047407,399.402472493839,397.372247692527,387.983067571008,382.640492523625,379.3256854898,371.701596013564,366.517530213457,358.06262723565,355.793872822837,354.353175496884,347.137171643408,345.021603217262,342.759559037325,331.044880649082,322.175441712108,319.622535565495,308.734217328785,301.409335752235,298.906010241275,291.08934185091,288.807846897202,287.208377096245,272.762826842154,268.711454991468,267.768127894454,263.171934805068,247.6827553321,236.915038842701,233.096334280078,214.086936151611,194.072541391532,182.248148670502,166.832125863122,142.78732379235,140.833184856824,128.178198385581,6.45016691314503
"10",9733.36263668834,890.558853980235,813.832088914328,774.993729779596,765.572798797532,725.626619602349,684.622462836616,672.928232926592,659.936470925855,640.677086733436,627.364636095676,617.845104347947,602.088322990205,594.809205158657,576.003419574655,570.765270457217,554.061431829256,542.253062185765,531.963310506008,522.97262402307,519.852779389594,507.533546674908,497.357272716174,493.722064394075,481.383476454023,476.768902576074,466.366615587467,461.850156511248,453.763532905476,446.498609675412,434.664558241646,432.019617133262,422.341275072017,413.43101438028,410.957628949629,400.613483591468,396.857390611705,388.835615370554,383.032054580749,379.056487226784,371.90492254968,364.755870834775,357.096861732658,356.069928035023,349.870826420533,345.324765763795,343.43778176662,340.272574849971,329.753541871982,322.321995923739,316.181800735963,304.512855867692,300.792961937702,297.650302734613,291.15558649548,285.338236341574,284.484655753423,274.625245909789,269.48154680926,267.640496781947,262.439037886889,242.887853117439,237.402517229026,228.778804928337,207.269833191983,194.602677502887,178.619094119865,164.314868497715,148.08919454326,143.519929431618,131.328363863812,8.84571787929061
