"","x"
"1",0.0121592946540277
"2",0.00878942681983952
"3",0.0132787063574394
"4",0.038664846189791
"5",0.00905210177264548
"6",0.0235509380291578
"7",0.0162153092035343
"8",0.0154439641104837
"9",0.0156997164138787
"10",0.0233336507355406
"11",0.0256493604532545
"12",0.00612008526958863
"13",0.00607348793212426
"14",0.00909035609068565
"15",0.010252463949103
"16",0.0112363566880505
"17",0.0316158398211073
"18",0.0218502587079623
"19",0.0115463454653717
"20",0.0137514306611419
"21",0.0234949669297778
"22",0.0209226999890677
"23",0.0153297556029226
"24",0.0176494676652978
"25",0.0161988161372327
"26",0.00845548079213942
"27",0.0497439178380975
"28",0.0177707698297149
"29",0.0163602165284534
"30",0.0270229060484029
"31",0.00745060134497078
"32",0.0172755039818829
"33",0.0184122427761115
"34",0.0152290759571373
"35",0.0195569630514717
"36",0.0170484816009339
"37",0.0368205416225944
"38",0.022333134427628
"39",0.0106561827241036
"40",0.0273178542710512
"41",0.00992726830636603
"42",0.0129981673224794
"43",0.00993292055595696
"44",0.0152132437790692
"45",0.0118970086637576
"46",0.0170501752714661
"47",0.0362671916762505
"48",0.040634237647738
"49",0.0199428292772912
"50",0.0212841311747398
"51",0.014921034020729
"52",0.0177357615690648
"53",0.0239032471599553
"54",0.0162187160400707
"55",0.0242544442649564
"56",0.0197017394371028
"57",0.0238491606952466
"58",0.0219780465538397
"59",0.020840328272174
"60",0.0203747642832384
"61",0.0202421135914925
"62",0.0185011139549343
"63",0.0138947437962658
"64",0.0235272850294239
"65",0.0321426265017497
"66",0.0141380550261704
"67",0.00457133578203905
"68",0.0232124197906655
"69",0.0422723682480877
"70",0.0164654876829963
"71",0.0110638101124191
"72",0.0147020388642365
"73",0.0149107730044469
"74",0.00814514128812771
"75",0.0142885203362889
"76",0.0124287270185994
"77",0.0262127275952431
"78",0.0149092955492161
"79",0.0235443889308279
"80",0.0364496580076903
"81",0.018396731753908
"82",0.0204291536863684
"83",0.02087589220066
"84",0.00553830183438797
"85",0.023731484945833
"86",0.0124064997776707
"87",0.0170382135237064
"88",0.0260380678092744
"89",0.0286772903943333
"90",0.0154453044352448
"91",0.0191303150663171
"92",0.0266383416797991
"93",0.0127149542735917
"94",0.03057446270147
"95",0.0107253656009541
"96",0.012181555907169
"97",0.0191278426748845
"98",0.0129038025410907
"99",0.0133380389442952
"100",0.0107079137449317
